time,open,high,low,close,volume
2013-01-01 00:00:00+00:00,1200.0586919623954,1210.698017268084,1186.2713612106566,1191.7964683834225,57030.0
2013-01-02 00:00:00+00:00,1191.5095488780162,1195.8981669216878,1182.445767339654,1184.1680756030275,45653.0
2013-01-03 00:00:00+00:00,1184.7419819776394,1194.2637148427675,1134.6663566011098,1140.726096141327,15225.0
2013-01-04 00:00:00+00:00,1140.0637183080603,1145.4667383565375,1132.7350691063493,1135.2248549300798,43162.0
2013-01-05 00:00:00+00:00,1134.7229784324807,1144.6879542504387,1131.5112244712946,1138.346369515636,26159.0
2013-01-06 00:00:00+00:00,1138.3351835145788,1139.3470877505124,1132.2644247670103,1136.0493005803858,14955.0
2013-01-07 00:00:00+00:00,1135.3765921052257,1150.1377214260922,1124.7853457837145,1141.1456583240883,36524.0
2013-01-08 00:00:00+00:00,1141.5904384405353,1150.563500841803,1125.4919644802255,1133.8719392004762,10569.0
2013-01-09 00:00:00+00:00,1133.5854675612518,1137.4086948457182,1115.9872796359352,1126.6757666360609,51677.0
2013-01-10 00:00:00+00:00,1126.9114618902418,1133.3485013997708,1118.5164694634645,1122.9265965948348,20706.0
2013-01-11 00:00:00+00:00,1122.7846011072766,1130.0118437507392,1113.856655305512,1118.9470472079183,32914.0
2013-01-12 00:00:00+00:00,1118.8311851643075,1127.7365919731346,1100.0306503948302,1106.6630033913991,40027.0
2013-01-13 00:00:00+00:00,1106.6661406977616,1116.5517616420873,1094.417628855971,1101.9063857450583,52645.0
2013-01-14 00:00:00+00:00,1101.037943155248,1124.3727603225502,1087.2021114871825,1111.4652098790923,30878.0
2013-01-15 00:00:00+00:00,1110.9781388163656,1118.800543865531,1105.726094883617,1112.3455902075707,20693.0
2013-01-16 00:00:00+00:00,1112.1319361458486,1113.803014922583,1098.345184152753,1105.0091889159712,57576.0
2013-01-17 00:00:00+00:00,1105.987954323509,1112.2125657604115,1084.9495256267649,1096.7946560769944,30283.0
2013-01-18 00:00:00+00:00,1097.1488316645373,1099.6092372312353,1093.6283072095478,1096.396971804802,33992.0
2013-01-19 00:00:00+00:00,1096.7113403654716,1110.6356111686662,1093.373604897328,1102.0299345901994,25387.0
2013-01-20 00:00:00+00:00,1101.5692586993036,1121.3756687069065,1095.8507855262535,1118.8820306083462,29568.0
2013-01-21 00:00:00+00:00,1119.278488254814,1124.1423481129118,1113.4624422629497,1119.7853922546853,11425.0
2013-01-22 00:00:00+00:00,1120.3401665346375,1126.1087081550888,1117.631462953631,1125.2519953655085,20031.0
2013-01-23 00:00:00+00:00,1125.587552433724,1129.8946874976557,1122.7062918062475,1126.2867624482617,17734.0
2013-01-24 00:00:00+00:00,1127.4661668601377,1132.8994134147222,1121.68682553045,1131.0840133323622,20686.0
2013-01-25 00:00:00+00:00,1130.4709520992508,1133.8231007416666,1124.5385184036772,1129.1496756615477,20092.0
2013-01-26 00:00:00+00:00,1128.660329693721,1130.5969046019381,1122.6116941537632,1124.441044529922,42757.0
2013-01-27 00:00:00+00:00,1124.3192573957351,1139.2998641002157,1121.4401449206432,1132.2596258671715,43888.0
2013-01-28 00:00:00+00:00,1131.8144132973114,1134.0738562975407,1128.3864421996318,1132.7773849395483,21947.0
2013-01-29 00:00:00+00:00,1132.7974684609528,1137.2907906742366,1129.9755929798703,1131.5635531944934,16586.0
2013-01-30 00:00:00+00:00,1131.795785527829,1136.5202061486118,1129.6078143831287,1134.7231061378104,11622.0
2013-01-31 00:00:00+00:00,1134.7137485496726,1135.7888616386865,1132.0537239748267,1133.560840610557,36557.0
2013-02-01 00:00:00+00:00,1133.6031702945827,1139.2520064601567,1126.6342716821903,1137.5804184170192,44714.0
2013-02-02 00:00:00+00:00,1137.7613059386638,1145.4477088166445,1136.4083795807253,1142.4287403100273,59007.0
2013-02-03 00:00:00+00:00,1142.7791853389083,1152.7888607179796,1139.8516123149159,1145.6490429704747,21652.0
2013-02-04 00:00:00+00:00,1145.3428336517793,1148.9278297727828,1142.9335110124657,1144.7106955136678,11416.0
2013-02-05 00:00:00+00:00,1144.4004459465064,1145.5498738359202,1139.3847902396565,1142.6949351242142,5904.0
2013-02-06 00:00:00+00:00,1143.2363768231494,1143.8889976093856,1141.7860684519203,1143.0657033172783,41146.0
2013-02-07 00:00:00+00:00,1142.9065421333064,1147.049606110636,1138.0119610043257,1143.8520740407262,56870.0
2013-02-08 00:00:00+00:00,1143.4670914441433,1149.113370373114,1139.2617235549653,1144.2909399952855,26542.0
2013-02-09 00:00:00+00:00,1144.4168040741151,1151.4465951214354,1141.202903495415,1143.9645744909692,49654.0
2013-02-10 00:00:00+00:00,1143.7993814594033,1147.8356552271005,1139.5657966797621,1140.629526371456,59036.0
2013-02-11 00:00:00+00:00,1140.679719876857,1143.9268647150964,1134.3134640140636,1136.8878259012336,59938.0
2013-02-12 00:00:00+00:00,1136.854498891171,1137.9063259904551,1130.2038715808976,1133.4757059667786,8123.0
2013-02-13 00:00:00+00:00,1133.757980655625,1143.8511382744239,1129.5758666896934,1139.7994553994513,43120.0
2013-02-14 00:00:00+00:00,1140.2121523397464,1142.4211333740775,1131.6502475004052,1137.2623026746492,48432.0
2013-02-15 00:00:00+00:00,1136.8805243786069,1147.9590947565134,1133.9486599194395,1144.1120954705264,23705.0
2013-02-16 00:00:00+00:00,1143.5514694459082,1146.522291380512,1139.7271223634073,1141.2504836856897,9983.0
2013-02-17 00:00:00+00:00,1141.9746381487853,1145.6641425591638,1131.5362207057246,1137.77619969979,50319.0
2013-02-18 00:00:00+00:00,1137.4596886215274,1142.4507238240542,1120.6779890736818,1123.7018333986653,11114.0
2013-02-19 00:00:00+00:00,1122.999774461051,1131.2658678942844,1119.7208422240187,1128.473195416398,50442.0
2013-02-20 00:00:00+00:00,1127.6120895919478,1138.0872483435771,1120.6387270676319,1131.7679632684758,7236.0
2013-02-21 00:00:00+00:00,1131.74661420197,1137.270527807623,1126.7236440145148,1131.1584338074833,26591.0
2013-02-22 00:00:00+00:00,1130.861919987751,1141.9987904279262,1129.2833725248463,1140.0764795110204,6710.0
2013-02-23 00:00:00+00:00,1139.23617494916,1148.4734724691052,1135.6409456823662,1142.980588369911,35634.0
2013-02-24 00:00:00+00:00,1142.542055127505,1148.4072591267784,1140.1514311331366,1145.7392274153885,46845.0
2013-02-25 00:00:00+00:00,1145.2483536930881,1153.1611289213156,1142.5527559053705,1151.7190098156248,23796.0
2013-02-26 00:00:00+00:00,1152.1723190742835,1157.8612227106012,1145.4269084594355,1151.067516022763,9195.0
2013-02-27 00:00:00+00:00,1151.1699739245298,1158.0585206280334,1137.8910680068734,1142.3999983396764,40539.0
2013-02-28 00:00:00+00:00,1142.388628309885,1146.6598007131072,1138.1515232327874,1143.5903818545275,6705.0
2013-03-01 00:00:00+00:00,1143.0029747605001,1153.1458733732732,1135.3527100056433,1145.0325867618708,36631.0
2013-03-02 00:00:00+00:00,1144.9434716772141,1150.8753550243928,1142.1271151079225,1144.905043810552,50146.0
2013-03-03 00:00:00+00:00,1145.2020358155887,1156.8014808993591,1142.0410695054388,1150.9775094887777,12220.0
2013-03-04 00:00:00+00:00,1151.0441738239601,1159.172117579874,1144.9648184933164,1147.5127270245753,19768.0
2013-03-05 00:00:00+00:00,1147.9909052556575,1153.8322049807632,1142.215043054737,1145.763102404531,6565.0
2013-03-06 00:00:00+00:00,1145.7920698703076,1150.2603028055557,1140.0644652230958,1142.8167483178715,45436.0
2013-03-07 00:00:00+00:00,1143.1264593316794,1145.5081236662438,1140.739031417386,1142.353602204724,31649.0
2013-03-08 00:00:00+00:00,1142.5555942617355,1144.5549830716764,1138.7292250842013,1140.0930891059206,32693.0
2013-03-09 00:00:00+00:00,1139.8276597901895,1146.3220678713867,1134.7361363823402,1138.512359446485,31648.0
2013-03-10 00:00:00+00:00,1139.1143689997982,1143.153282727647,1129.7194742293123,1131.5577814527476,34245.0
2013-03-11 00:00:00+00:00,1131.7146725642046,1138.3298246287213,1128.674640648254,1133.29568892985,37411.0
2013-03-12 00:00:00+00:00,1133.6624476936863,1136.5746407862696,1126.4487822413253,1130.4290710634527,56142.0
2013-03-13 00:00:00+00:00,1129.9408191633365,1134.8558738501747,1127.4267852596352,1131.9969884572658,25832.0
2013-03-14 00:00:00+00:00,1131.4983970058179,1134.9624428989375,1125.0234441081589,1132.1585508779433,15053.0
2013-03-15 00:00:00+00:00,1132.0700800918464,1136.3429105964685,1126.759080812855,1134.6921529037904,42437.0
2013-03-16 00:00:00+00:00,1134.3196384506923,1137.9565459540609,1125.0450912337783,1130.798471793701,40124.0
2013-03-17 00:00:00+00:00,1131.0716476630935,1133.2193281797984,1130.1027194328267,1132.0559593556238,40263.0
2013-03-18 00:00:00+00:00,1132.2341467230835,1139.2015043571057,1126.6294098407254,1132.842060775308,58680.0
2013-03-19 00:00:00+00:00,1133.3904904326814,1139.2248972166133,1126.8264804665405,1132.8505396310834,30906.0
2013-03-20 00:00:00+00:00,1133.110225087551,1136.0245597360438,1125.7272754126807,1128.241646959752,13778.0
2013-03-21 00:00:00+00:00,1127.7248779672564,1132.9220573473972,1125.027472636209,1130.3416237210815,31674.0
2013-03-22 00:00:00+00:00,1130.7632053483537,1133.8573170249645,1121.9713361257168,1123.2119677821577,39262.0
2013-03-23 00:00:00+00:00,1122.912957745558,1132.4393630751883,1119.755424916658,1125.8463256218176,31815.0
2013-03-24 00:00:00+00:00,1125.508934287586,1132.4273117592695,1119.5618061512048,1127.7582913859574,26741.0
2013-03-25 00:00:00+00:00,1127.7792159451067,1130.1605110565297,1121.2666862226272,1125.222218512155,44274.0
2013-03-26 00:00:00+00:00,1125.2111683334954,1130.7407039214074,1113.1707372132491,1116.1085126213861,18858.0
2013-03-27 00:00:00+00:00,1116.5644134226743,1127.235047106478,1112.4279223363253,1117.6767158448872,17533.0
2013-03-28 00:00:00+00:00,1118.933234602046,1120.7348659890722,1109.9983272852785,1114.0874766356171,19320.0
2013-03-29 00:00:00+00:00,1114.269182444356,1117.4234874725373,1103.8317934594343,1111.6606718311418,56393.0
2013-03-30 00:00:00+00:00,1112.3002864948496,1118.534852781246,1105.329906719463,1107.2873083290547,32990.0
2013-03-31 00:00:00+00:00,1107.1867970940714,1112.7928103289155,1103.0928774109768,1109.7464529359618,51229.0
2013-04-01 00:00:00+00:00,1109.8889475189055,1115.4870819487137,1099.8945086460683,1102.1052111368922,21573.0
2013-04-02 00:00:00+00:00,1101.870323913256,1106.1476246100196,1097.228964728372,1103.0255755809642,49093.0
2013-04-03 00:00:00+00:00,1102.8321492782122,1105.095843070575,1098.0125835130134,1100.276680765098,10587.0
2013-04-04 00:00:00+00:00,1100.860636081451,1102.0544299906712,1080.1273122461894,1081.5371982056986,16692.0
2013-04-05 00:00:00+00:00,1081.7262804809216,1091.2882346790607,1048.3620286622554,1057.7400740035857,6327.0
2013-04-06 00:00:00+00:00,1057.9219581934124,1063.186961260063,1038.394544283672,1046.3840579873606,21681.0
2013-04-07 00:00:00+00:00,1046.0425557420367,1051.5808894430502,1041.9969886971614,1047.670460613695,55488.0
2013-04-08 00:00:00+00:00,1048.3795395417571,1054.8022265761078,1037.7620116908715,1045.1518566944196,13640.0
2013-04-09 00:00:00+00:00,1045.0711385809261,1050.524181734064,1034.089507747216,1037.0525336743292,5901.0
2013-04-10 00:00:00+00:00,1036.7764663116468,1055.3302043116491,1035.8353537945477,1053.9051785744239,30985.0
2013-04-11 00:00:00+00:00,1053.8905196001517,1057.1423715902913,1049.9175550993405,1054.9055882247999,16191.0
2013-04-12 00:00:00+00:00,1055.183060386251,1063.6975904578317,1051.447837118519,1055.831997361816,20995.0
2013-04-13 00:00:00+00:00,1056.1414863254618,1058.6218789432994,1053.305156183958,1056.4841283289552,54762.0
2013-04-14 00:00:00+00:00,1057.0981985968153,1062.6211051974406,1049.8856536158178,1054.8124030436695,28183.0
2013-04-15 00:00:00+00:00,1054.3590324630813,1058.3969743140426,1044.5616497014657,1047.1350563390113,29384.0
2013-04-16 00:00:00+00:00,1046.9487713084864,1050.5465380325304,1044.5246043702346,1048.3010473564766,34920.0
2013-04-17 00:00:00+00:00,1048.9480742899905,1051.7058474903336,1044.9424106633458,1046.8643916592825,49543.0
2013-04-18 00:00:00+00:00,1047.8088001982549,1053.7049491587527,1040.2320444954369,1047.5890070548528,35222.0
2013-04-19 00:00:00+00:00,1047.319983112516,1056.2919937286072,1044.1408318311298,1052.2502596223844,11231.0
2013-04-20 00:00:00+00:00,1052.2037374019537,1055.9051871058937,1041.7336176213466,1048.194043916547,53297.0
